2,t,"Honey: Released February 29, 2008, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture.",,,,,,
2,t,"Honey:  Number of Colonies, Yield, Production, Stocks, Price,",,,,,,
2,t,"and Value by State and United States, 2006 1/ 2/",,,,,,
2,h,,,,,,,
2,h,,Honey,Yield,,,Average,Value
2,h,State,Producing,per,Production,Stocks,Price per,of
2,h,,Colonies 3/,Colony,,Dec 15 4/,Pound 5/,Production 6/
2,h,,,,,,,
2,u,,"1,000",Pounds,"1,000 Pounds","1,000 Pounds",Cents,"1,000 Dollars"
2,d,AL,11,72,792,230,133,1053
2,d,AZ,30,65,1950,839,93,1814
2,d,AR,32,76,2432,730,91,2213
2,d,CA,380,52,19760,7706,99,19562
2,d,CO,36,75,2700,1458,110,2970
2,d,FL,170,81,13770,1790,101,13908
2,d,GA,63,74,4662,746,122,5688
2,d,HI,10,93,930,233,121,1125
2,d,ID,95,44,4180,2592,100,4180
2,d,IL,10,66,660,356,217,1432
2,d,IN,6,54,324,107,158,512
2,d,IA,26,84,2184,1441,138,3014
2,d,KS,14,55,770,246,122,939
2,d,KY,5,56,280,70,220,616
2,d,LA,30,90,2700,675,90,2430
2,d,ME,11,23,253,86,161,407
2,d,MI,72,55,3960,2099,117,4633
2,d,MN,125,80,10000,3300,96,9600
2,d,MS,14,98,1372,453,93,1276
2,d,MO,15,46,690,117,105,725
2,d,MT,132,79,10428,1981,96,10011
2,d,NE,47,73,3431,3843,94,3225
2,d,NV,9,37,333,50,362,1205
2,d,NJ,9,36,324,152,115,373
2,d,NM,7,48,336,104,119,400
2,d,NY,60,64,3840,2458,130,4992
2,d,NC,10,50,500,215,158,790
2,d,ND,350,74,25900,7770,92,23828
2,d,OH,14,56,784,282,142,1113
2,d,OR,46,48,2208,729,106,2340
2,d,PA,28,40,1120,605,163,1826
2,d,SD,225,47,10575,10575,95,10046
2,d,TN,7,55,385,58,186,716
2,d,TX,82,70,5740,976,91,5223
2,d,UT,23,50,1150,265,101,1162
2,d,VT,6,56,336,144,120,403
2,d,VA,8,42,336,114,227,763
2,d,WA,49,52,2548,1605,125,3185
2,d,WV,5,42,210,57,202,424
2,d,WI,64,93,5952,2500,114,6785
2,d,WY,39,85,3315,497,100,3315
